,player,age,nationality,squad,position,minutes,90s,Pass Completion %,Pressured Passes Per 90,Progressive Passes Per 90,Successful Deliveries Into Box Per 90,Key Passes Per 90,Rate Adj Target of an Attempted Pass,Turnovers Per 90,Rate Adj Successful Dribbles Per 90,Progressive Distance Per Carry,Final Third Entries,Touches in Box,Touches in 1/3,GCA Per 90,SCA Per 90,xA Per 90,Non-Penalty xG Per 90,Non-Penalty xA + xG Per 90,xG Per Shot,Netto xA,Rate Adj Aerials Won %,Ball recoveries Per 90,Interceptions Per 90,Pressure Regain %,Rate Adj Tackles Won %,Dribbled Past,Clearances Per 90,Blocks Per 90
17,Maximilian Arnold,27-241,de GER,Wolfsburg,MF,1665.0,18.5,79.1,122.0,4.378378378378378,1.0810810810810811,1.945945945945946,69224.4,1.5135135135135136,14.421621621621622,2.0816044260027664,14.0,2.0,249.0,0.0,3.03,0.14,0.05,0.19,0.04,-2.5,1273.8,11.027027027027026,2.054054054054054,33.2,9.375,17.0,1.3513513513513513,1.2432432432432432
18,Takuma Asano,27-074,jp JPN,Bochum,FW,824.0,9.155555555555555,66.3,35.0,2.075242718446602,0.7645631067961165,1.0922330097087378,12338.400000000001,4.915048543689321,20.708737864077673,3.1009174311926606,11.0,28.0,151.0,0.11,2.18,0.1,0.16,0.26,0.1,0.1,294.0,5.351941747572816,0.7645631067961165,26.5,1.7999999999999998,9.0,0.6553398058252428,1.3106796116504855
19,Santiago Ascacíbar,24-332,ar ARG,Hertha BSC,MF,1418.0,15.755555555555556,83.5,118.0,3.2369534555712267,0.06346967559943582,0.2538787023977433,48919.0,0.8885754583921015,14.496473906911142,1.8504672897196262,5.0,9.0,103.0,0.0,1.14,0.01,0.06,0.06,0.13,-0.1,987.8,12.31311706629055,2.6657263751763045,35.5,29.823529411764703,34.0,1.7136812411847673,1.9675599435825104
20,Fisnik Asllani,19-168,xk KVX,Hoffenheim,FW,2.0,0.022222222222222223,50.0,1.0,0.0,0.0,0.0,133.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0
21,Simon Asta,20-363,de GER,Greuther Fürth,DF,174.0,1.9333333333333333,78.3,16.0,3.6206896551724137,0.0,0.5172413793103449,5833.799999999999,1.0344827586206897,0.0,4.223880597014926,3.0,0.0,25.0,0.0,1.55,0.01,0.0,0.01,0.0,0.0,33.3,11.379310344827585,4.655172413793103,34.4,0.5,2.0,0.5172413793103449,3.103448275862069
22,Taiwo Awoniyi,24-164,ng NGA,Union Berlin,FW,1186.0,13.177777777777777,65.3,91.0,1.5177065767284992,0.6829679595278246,0.6070826306913997,17201.0,6.905564924114672,68.29679595278246,2.299342105263158,12.0,76.0,217.0,0.15,1.97,0.05,0.61,0.66,0.2,-0.7,933.1,4.325463743676223,0.22765598650927488,30.8,3.125,7.0,1.2141652613827993,0.6829679595278246
23,Mitchel Bakker,21-217,nl NED,Leverkusen,DF,1024.0,11.377777777777778,83.3,99.0,3.33984375,0.791015625,0.439453125,47500.6,2.373046875,84.7177734375,2.2915057915057915,15.0,20.0,161.0,0.35,1.05,0.05,0.04,0.09,0.05,2.4,890.4,8.349609375,2.197265625,28.1,8.521739130434783,14.0,2.373046875,1.93359375
24,Ridle Baku,23-290,de GER,Wolfsburg,DF FW,1382.0,15.355555555555556,77.4,95.0,4.0376266280752535,1.1722141823444283,1.1722141823444283,43550.5,2.800289435600579,51.4602026049204,2.8066202090592336,19.0,39.0,304.0,0.2,2.47,0.12,0.12,0.23,0.07,0.2,710.4,8.01013024602026,1.5629522431259044,32.0,6.76,17.0,1.1722141823444283,2.0188133140376268
25,Aymen Barkok,23-247,ma MAR,Eint Frankfurt,FW MF,103.0,1.1444444444444444,69.8,6.0,6.990291262135923,0.0,0.0,1785.0000000000002,8.737864077669903,157.28155339805826,3.7777777777777777,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,13.106796116504855,2.621359223300971,29.4,1.7999999999999998,2.0,4.368932038834951,2.621359223300971
26,Leandro Barreiro Martins,22-020,lu LUX,Mainz 05,MF,1303.0,14.477777777777778,71.2,96.0,2.210283960092095,0.7597851112816577,0.6216423637759018,21299.3,2.486569455103607,0.7666922486569455,1.9060402684563758,10.0,34.0,193.0,0.14,2.07,0.09,0.1,0.19,0.06,0.7,987.8,8.84113584036838,2.141212586339217,27.9,14.254545454545454,15.0,1.6577129700690714,1.5886415963161933
27,Jacob Barrett Laursen,27-067,dk DEN,Arminia,DF,1048.0,11.644444444444444,69.3,74.0,3.263358778625954,0.25763358778625955,0.42938931297709926,22790.0,1.116412213740458,51.95610687022901,2.382838283828383,7.0,8.0,197.0,0.09,0.94,0.04,0.02,0.06,0.03,-0.5,450.0,11.33587786259542,1.717557251908397,33.8,9.38888888888889,6.0,2.404580152671756,2.1469465648854964
28,Abdourahmane Barry,21-336,fr FRA,Greuther Fürth,DF,210.0,2.3333333333333335,76.5,18.0,4.285714285714286,0.8571428571428571,0.8571428571428571,6202.0,3.0,10.714285714285714,2.324675324675325,2.0,3.0,41.0,0.0,1.29,0.05,0.02,0.07,0.04,-0.1,450.0,12.0,2.571428571428571,27.5,1.0,2.0,0.0,2.571428571428571
29,Maximilian Bauer,21-348,de GER,Greuther Fürth,DF,1232.0,13.688888888888888,80.9,90.0,1.0957792207792207,0.0,0.07305194805194806,41936.299999999996,0.21915584415584416,0.0,2.0440097799511,0.0,13.0,18.0,0.0,0.44,0.0,0.02,0.02,0.05,0.0,2628.0,8.400974025974026,2.483766233766234,38.4,12.461538461538462,9.0,6.136363636363637,1.4610389610389611
30,Oliver Baumann,31-235,de GER,Hoffenheim,GK,1710.0,19.0,79.1,89.0,0.0,0.0,0.0,55409.4,0.0,0.0,1.658450704225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.052631578947368,0.0,100.0,0.0,0.0,0.05263157894736842,0.0
31,Timo Baumgartl,25-325,de GER,Union Berlin,DF,1266.0,14.066666666666666,82.2,73.0,2.4881516587677726,0.07109004739336493,0.07109004739336493,47728.8,0.49763033175355453,7.109004739336493,2.5102880658436213,3.0,17.0,40.0,0.07,0.57,0.01,0.07,0.08,0.13,0.9,2547.6,10.37914691943128,1.7772511848341233,41.8,10.5,12.0,3.6255924170616116,2.2748815165876777
32,Julian Baumgartlinger,34-021,at AUT,Leverkusen,MF,9.0,0.1,87.5,0.0,0.0,0.0,0.0,514.2,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,66.7,1.0,0.0,0.0,0.0
33,Christoph Baumgartner,22-175,at AUT,Hoffenheim,MF FW,868.0,9.644444444444444,73.0,85.0,3.110599078341014,0.6221198156682028,0.7258064516129032,26127.399999999998,4.976958525345623,55.99078341013825,2.8344827586206898,9.0,47.0,207.0,0.1,1.87,0.08,0.4,0.49,0.18,-0.8,961.4,6.84331797235023,1.140552995391705,34.0,13.0,9.0,0.9331797235023042,1.0368663594470047
34,Noah Joel Sarenren Bazee,25-155,ng NGA,Augsburg,MF FW,107.0,1.1888888888888889,76.0,8.0,0.8411214953271028,1.6822429906542056,1.6822429906542056,1922.0,11.77570093457944,12.02803738317757,1.7142857142857142,1.0,10.0,32.0,0.0,2.52,0.18,0.18,0.35,0.07,-0.2,99.89999999999999,11.77570093457944,3.364485981308411,13.6,0.5,0.0,1.6822429906542056,5.88785046728972
35,Ihlas Bebou,27-275,tg TOG,Hoffenheim,FW DF,1209.0,13.433333333333334,70.7,85.0,1.7121588089330024,1.1910669975186103,0.6699751861042184,21634.8,4.466501240694789,25.124069478908186,2.2177914110429446,16.0,53.0,278.0,0.45,2.23,0.08,0.42,0.49,0.22,1.0,858.6,4.317617866004963,0.5210918114143921,29.6,9.0,7.0,0.967741935483871,0.967741935483871
36,Sheraldo Becker,26-348,sr SUR,Union Berlin,FW MF,720.0,8.0,63.1,51.0,2.75,1.875,2.75,14544.0,3.625,56.25,4.862903225806452,24.0,33.0,189.0,0.25,4.5,0.35,0.19,0.54,0.08,-0.8,23.700000000000003,6.875,0.875,28.7,0.6666666666666666,4.0,0.125,0.75
37,Kevin Behrens,30-354,de GER,Union Berlin,FW MF,381.0,4.233333333333333,67.1,58.0,1.889763779527559,0.47244094488188976,1.1811023622047243,8451.300000000001,5.669291338582677,0.0,1.9789473684210526,3.0,29.0,89.0,0.71,3.31,0.39,0.21,0.6,0.11,0.4,2322.6,7.086614173228346,0.9448818897637795,24.7,1.3333333333333333,2.0,1.889763779527559,1.6535433070866141
38,Ishak Belfodil,30-011,dz ALG,Hertha BSC,FW,774.0,8.6,69.4,62.0,1.3953488372093024,0.6976744186046512,1.3953488372093024,13824.0,5.232558139534884,43.81395348837209,2.8219895287958114,6.0,56.0,160.0,0.35,2.33,0.16,0.21,0.37,0.1,0.6,1215.0,3.7209302325581395,0.23255813953488372,30.3,2.7777777777777777,1.0,1.0465116279069768,0.6976744186046512
39,Stefan Bell,30-152,de GER,Mainz 05,DF,1625.0,18.055555555555557,78.3,128.0,2.4369230769230765,0.11076923076923076,0.2769230769230769,53235.0,0.38769230769230767,23.067692307692305,2.784499054820416,8.0,25.0,65.0,0.0,0.39,0.06,0.06,0.12,0.07,-1.0,5699.0,12.184615384615384,1.8276923076923075,37.4,9.256410256410255,25.0,5.427692307692308,1.3292307692307692
40,Armel Bella Kotchap,20-043,de GER,Bochum,DF,804.0,8.933333333333334,82.3,33.0,1.3432835820895521,0.0,0.33582089552238803,21124.2,0.44776119402985076,0.0,2.469767441860465,5.0,9.0,20.0,0.0,0.67,0.03,0.03,0.06,0.04,-0.3,2227.2,7.835820895522388,2.574626865671642,34.2,8.0,4.0,7.5,1.6791044776119401
41,Karim Bellarabi,31-290,de GER,Leverkusen,FW MF,469.0,5.211111111111111,75.8,27.0,2.6865671641791042,0.767590618336887,0.767590618336887,16968.600000000002,3.837953091684435,100.93816631130063,4.543689320388349,17.0,29.0,128.0,0.58,3.45,0.1,0.31,0.41,0.07,0.5,0.0,4.9893390191897655,1.3432835820895521,30.8,3.2,4.0,0.5756929637526652,0.19189765458422176
42,Jude Bellingham,18-208,eng ENG,Dortmund,MF,1530.0,17.0,85.0,186.0,3.7058823529411766,1.0,1.3529411764705883,64823.0,3.8823529411764706,103.90588235294118,2.0157687253613665,24.0,62.0,332.0,0.88,3.76,0.18,0.2,0.38,0.12,2.9,1258.2,8.529411764705882,1.3529411764705883,34.4,19.7027027027027,16.0,0.8235294117647058,2.3529411764705883
43,László Bénes,24-136,sk SVK,M'Gladbach,MF,235.0,2.611111111111111,75.7,29.0,5.361702127659575,0.3829787234042553,1.5319148936170213,14145.0,2.6808510638297873,51.08936170212766,1.8057553956834533,1.0,3.0,49.0,0.38,4.21,0.13,0.27,0.4,0.12,-0.3,514.2,9.957446808510639,0.0,41.5,4.0,7.0,3.0638297872340425,1.9148936170212765
44,Keanan Bennetts,22-320,eng ENG,M'Gladbach,FW DF,50.0,0.5555555555555556,73.9,5.0,1.7999999999999998,0.0,0.0,1888.3,9.0,642.6,2.6774193548387095,1.0,4.0,14.0,0.0,0.0,0.0,0.07,0.07,0.04,0.0,50.0,10.799999999999999,0.0,27.3,0.0,0.0,0.0,0.0
45,Ramy Bensebaini,26-282,dz ALG,M'Gladbach,DF,946.0,10.511111111111111,81.9,79.0,4.186046511627907,0.38054968287526425,0.6659619450317125,45784.0,1.9978858350951374,63.94186046511628,3.090551181102362,15.0,16.0,109.0,0.1,1.14,0.06,0.09,0.14,0.07,-0.6,1428.3,11.511627906976745,4.090909090909091,30.9,4.5,14.0,2.949260042283298,2.3784355179704018
46,Louis Beyer,21-249,de GER,M'Gladbach,DF,585.0,6.5,90.8,42.0,4.153846153846154,0.0,0.3076923076923077,37653.299999999996,1.2307692307692308,20.523076923076925,2.516759776536313,7.0,10.0,56.0,0.0,0.77,0.01,0.06,0.07,0.06,-0.1,852.8,7.6923076923076925,1.6923076923076923,34.2,1.7142857142857142,11.0,3.6923076923076925,2.1538461538461537
47,Bartosz Bialek,20-073,pl POL,Wolfsburg,FW,13.0,0.14444444444444443,83.3,1.0,0.0,0.0,0.0,492.0,13.846153846153847,0.0,2.375,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
48,Danny Blum,31-016,de GER,Bochum,FW,228.0,2.533333333333333,66.4,19.0,4.736842105263158,1.1842105263157896,3.947368421052632,6692.8,3.5526315789473686,52.65789473684211,2.8536585365853657,5.0,9.0,75.0,0.0,5.13,0.22,0.33,0.55,0.1,-0.6,636.9,7.5,1.5789473684210527,28.6,0.0,1.0,0.39473684210526316,0.0
49,Kevin-Prince Boateng,34-323,gh GHA,Hertha BSC,MF FW,391.0,4.344444444444444,78.2,42.0,3.222506393861893,0.23017902813299235,0.690537084398977,12780.0,3.452685421994885,30.70588235294118,1.125,3.0,11.0,58.0,0.0,1.61,0.03,0.06,0.09,0.03,-0.1,676.0,13.120204603580564,1.1508951406649617,14.9,1.0,4.0,3.222506393861893,1.381074168797954
50,Herbert Bockhorn,26-357,de GER,Bochum,DF MF,470.0,5.222222222222222,69.5,33.0,2.4893617021276597,0.3829787234042553,0.3829787234042553,10852.8,1.7234042553191489,72.11489361702127,4.22360248447205,9.0,5.0,79.0,0.0,1.15,0.02,0.04,0.06,0.04,-0.1,554.4000000000001,9.574468085106382,2.6808510638297873,24.5,3.5999999999999996,8.0,2.6808510638297873,1.7234042553191489
51,Jean-Paul Boëtius,27-307,nl NED,Mainz 05,MF,1079.0,11.988888888888889,72.3,92.0,5.421686746987952,1.417979610750695,1.835032437442076,35024.4,3.1696014828544947,52.24837812789621,2.044917257683215,9.0,9.0,204.0,0.5,3.34,0.14,0.1,0.24,0.08,-0.7,196.0,9.508804448563485,1.0843373493975903,35.6,10.666666666666666,22.0,0.6672845227062094,2.252085264133457
52,Solomon Bonnah,18-157,nl NED,RB Leipzig,DF,6.0,0.06666666666666667,80.0,1.0,0.0,0.0,0.0,400.0,0.0,0.0,0.25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,50.0,0.0,0.0,0.0,15.0
53,Sebastiaan Bornauw,22-307,be BEL,Wolfsburg,DF,967.0,10.744444444444444,85.7,55.0,1.1168562564632887,0.0,0.27921406411582217,42029.6,0.27921406411582217,12.415718717683559,1.4097938144329898,1.0,19.0,22.0,0.0,0.28,0.01,0.07,0.08,0.08,-0.1,2783.0,9.586349534643228,1.489141675284385,40.8,8.470588235294118,5.0,4.932781799379525,1.954498448810755
54,Rafael Borré,26-130,co COL,Eint Frankfurt,FW,1585.0,17.61111111111111,72.4,149.0,1.3059936908517351,0.6246056782334385,0.8517350157728707,26259.300000000003,4.94006309148265,52.54069400630915,1.8298850574712644,17.0,85.0,337.0,0.45,2.21,0.14,0.42,0.56,0.2,1.5,1225.5,4.37223974763407,0.22712933753943218,28.2,13.136363636363637,16.0,0.34069400630914826,1.362776025236593
55,Dedryck Boyata,31-056,be BEL,Hertha BSC,DF,908.0,10.088888888888889,87.5,58.0,0.8920704845814978,0.0,0.29735682819383263,34230.0,0.29735682819383263,0.0,2.4054054054054053,0.0,11.0,11.0,0.1,0.5,0.05,0.03,0.08,0.04,-0.5,2593.7999999999997,7.632158590308371,1.3876651982378856,25.0,5.444444444444445,4.0,7.334801762114537,1.7841409691629957
56,Julian Brandt,25-266,de GER,Dortmund,MF FW,1181.0,13.122222222222222,76.8,130.0,5.33446232006774,1.6003386960203219,2.2861981371718882,56045.200000000004,4.038950042337003,88.4987298899238,2.1383855024711695,17.0,37.0,363.0,0.76,3.81,0.26,0.15,0.41,0.11,2.6,163.1,8.916172734970365,1.2193056731583405,30.4,8.0,28.0,0.533446232006774,1.676545300592718
57,Iker Bravo,17-010,es ESP,Leverkusen,FW,12.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,100.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,7.5
58,Fabian Bredlow,26-327,de GER,Stuttgart,GK,360.0,4.0,90.6,10.0,0.0,0.0,0.0,5700.0,0.25,0.0,1.2295081967213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0
59,Josip Brekalo,23-214,hr CRO,Wolfsburg,MF,21.0,0.23333333333333334,72.2,6.0,4.285714285714286,0.0,4.285714285714286,1323.0,8.571428571428571,0.0,1.625,0.0,1.0,13.0,4.29,4.29,1.82,0.0,1.82,0.0,0.6,100.0,21.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
60,Brian Brobbey,19-356,nl NED,RB Leipzig,FW,131.0,1.4555555555555555,83.8,14.0,2.0610687022900764,0.0,2.0610687022900764,2082.6,6.183206106870229,68.70229007633588,1.6857142857142857,2.0,10.0,28.0,1.37,2.75,0.46,0.33,0.79,0.12,1.3,266.8,7.557251908396947,0.0,36.4,1.3333333333333333,0.0,0.0,0.6870229007633588
61,John Brooks,28-360,us USA,Wolfsburg,DF,1275.0,14.166666666666666,85.4,67.0,4.376470588235295,0.4235294117647059,0.35294117647058826,69034.6,0.4235294117647059,22.58823529411765,2.9051204819277108,8.0,20.0,48.0,0.0,0.49,0.03,0.03,0.06,0.06,0.5,2671.2000000000003,10.305882352941177,2.3294117647058825,38.9,8.047619047619047,14.0,4.447058823529412,1.3411764705882354
62,Daniel Brosinski,33-190,de GER,Mainz 05,DF,300.0,3.3333333333333335,63.3,21.0,7.199999999999999,2.4,1.5,10797.0,2.1,0.0,3.1666666666666665,8.0,1.0,75.0,0.0,2.1,0.08,0.02,0.1,0.08,-0.3,200.0,6.6,1.5,15.2,2.25,0.0,1.7999999999999998,2.4
63,Cédric Brunner,27-340,ch SUI,Arminia,DF,1623.0,18.033333333333335,63.9,119.0,3.049907578558225,0.9426987060998151,0.6654343807763401,38100.5,1.3308687615526802,44.62292051756007,2.0549682875264272,12.0,8.0,259.0,0.11,1.16,0.07,0.01,0.08,0.02,-0.2,2664.0,10.480591497227357,2.717190388170055,30.3,18.367346938775512,20.0,3.6044362292051755,2.1072088724584104
64,Jacob Bruun Larsen,23-126,dk DEN,Hoffenheim,FW MF,459.0,5.1,74.6,29.0,2.9411764705882355,1.3725490196078431,1.1764705882352942,12928.5,2.9411764705882355,37.74509803921569,3.9746835443037973,11.0,26.0,114.0,0.0,3.14,0.11,0.35,0.46,0.16,-0.6,106.8,4.509803921568627,0.5882352941176471,25.0,0.0,3.0,0.7843137254901962,2.3529411764705883
65,Sascha Burchert,32-085,de GER,Greuther Fürth,GK,1080.0,12.0,60.2,21.0,0.08333333333333333,0.0,0.08333333333333333,21392.5,0.0,0.0,3.502283105022831,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.01,0.0,-0.1,0.0,6.083333333333333,0.0,0.0,0.0,1.0,0.08333333333333333,0.0
66,Jonathan Burkardt,21-196,de GER,Mainz 05,FW,1504.0,16.711111111111112,71.6,107.0,1.9747340425531914,0.538563829787234,1.1968085106382977,20919.8,5.565159574468085,49.763297872340424,2.8044554455445545,13.0,85.0,275.0,0.36,2.57,0.13,0.4,0.53,0.17,0.9,661.5,5.086436170212766,0.29920212765957444,29.0,2.6666666666666665,9.0,0.7779255319148936,1.077127659574468
67,Daniel Caligiuri,34-008,it ITA,Augsburg,MF DF,1136.0,12.622222222222222,64.9,121.0,3.3274647887323945,0.9507042253521127,1.188380281690141,26552.399999999998,4.674295774647888,94.5,3.252551020408163,19.0,19.0,263.0,0.24,3.17,0.11,0.08,0.19,0.05,0.6,1050.0,9.823943661971832,0.8714788732394366,24.1,6.32258064516129,29.0,1.0299295774647887,2.535211267605634
68,Emre Can,28-011,de GER,Dortmund,MF DF,727.0,8.077777777777778,87.0,89.0,5.447042640990372,0.3713892709766162,0.3713892709766162,49807.6,1.8569463548830811,103.12242090784045,2.001930501930502,7.0,4.0,90.0,0.0,0.87,0.02,0.02,0.04,0.02,-0.2,900.0,13.493810178817057,1.8569463548830811,37.8,16.961538461538463,7.0,0.6189821182943605,1.6093535075653371
